Library,Commit,bug report,Date,PR/Issue,Violation,Root Cause,Impact,Action,condition,Fixing pattern,Fixing element,,,
pytorch,https://github.com/pytorch/pytorch/commit/c7748fc172553da66368fd0b7fea3fe5661e2dc1,Added validation of mode parameter in AveragedModel,2021-10-03 11:42:28,,missing,others,incorrect functionality,add,if checker,input argument is valid,optional parameter,,,
pytorch,https://github.com/pytorch/pytorch/commit/40a7c317bc60713528320b9786765e4ec5707982,Run BLAS F2C checks on host architecture,2021-06-24 21:44:41,,missing,platform compability,version incompatibility,add,if checker,others,BLAS F2C,,,
pytorch,https://github.com/pytorch/pytorch/commit/f77f88fbc7511b405c4e493bdd74634b633f63d1,"X86 qengine always uses fbgemm kernels on OS other than Linux. X86 quantization backend (qengine) with oneDNN kernels has not been validated on OS other than Linux. So, let it fall back to fbgemm if OS is not Linux. This makes sure the behavior is the same on Windows/Mac as the previous default fbgemm qengine on x86 CPUs.",2023-02-01 3:12:39,,missing,tensor quantization,crash,add,if checker,tensor quantization is valid,platform,,,
pytorch,https://github.com/pytorch/pytorch/commit/2a3ab71f285ee3ad10d39c716fe4ba90e7c849b2,Remove useQuantizable check for dynamic quant. Currently the input of batch_norm is considered as dynamically quantizable but it shouldn't be this PR fixes that.,2020-07-23 0:06:48,,unnecessary,tensor quantization,incorrect functionality,remove,if checker,tensor quantization is valid,quantization,,,
pytorch,https://github.com/pytorch/pytorch/commit/acd51e13f727af22e6c9e579518362898f1b12e6,TorchScript add check if quantized,2020-02-11 20:38:49,,missing,tensor quantization,incorrect functionality,add,if checker,tensor quantization is valid,quantization,,,
pytorch,https://github.com/pytorch/pytorch/commit/0584fd9339af7c939ab7d955db05743ba58ff86d,"Only insert observers for fixed qparam ops. Fixed a condition check for fixed qparam ops, previously we were including CopyNodes as well",2021-03-10 19:51:36,,improper,tensor quantization,incorrect functionality,update,if checker,tensor quantization is valid,quantized,,,
pytorch,https://github.com/pytorch/pytorch/commit/97245a06e14a5b87a0bca1908d7200603aff2c8c,"TORCH_INTERNAL_ASSERT_DEBUG_ONLY won't be enabled during non-debug builds, but for 1 dimension Tensors the check is cheap enough and not catching this can slow down development a lot.",2023-05-04 11:06:27,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,,,,
pytorch,https://github.com/pytorch/pytorch/commit/9bcb4de16878073896d8743fbd70d5abe28b595a,check parameter k and l ,2022-05-03 7:50:36,,insufficient,tensor shape mismatch,crash,extend,macro checker,tensor dimension is valid,tensor dimension,,,
pytorch,https://github.com/pytorch/pytorch/commit/65496e4e67b42e52b3428b0cf2d994e0aa1a9902,Bug fix in bound shape inferencer. Accessing dims() without boundary check is not good.,2019-04-25 17:50:19,,missing,tensor shape mismatch,crash,add,if checker,axis parameter matches tensor dimension,,,,
pytorch,https://github.com/pytorch/pytorch/commit/260f66c3165ce0c48dd1514a916da6971d981578,Fix concat dimension check bug,2019-02-21 22:34:30,,missing,tensor shape mismatch,crash,add,macro checker,axis parameter matches tensor dimension,,,,
pytorch,https://github.com/pytorch/pytorch/commit/dc07102b17915f21170fae9a9d52c6f2d59726ca,"Check dim size preventively when doing shape inference for BatchMatMul. We check input(0) but not input(1) in BatchMatMul. This may result in a protobuf exception which won't be caught by upstream and causing termination of the program. Check that with `CAFFE_ENFORCE` will be caught by upstream inference function. Plus, it will print out clean stack tracing showing where went wrong.",2018-10-16 20:27:44,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,,,,
pytorch,https://github.com/pytorch/pytorch/commit/8af88f3525e1908deb9ac181ebfb9f8eb49bcb46,Add ADD operator for IDEEP. Add boradcast check,2018-06-06 23:20:33,,missing,tensor shape mismatch,crash,add,if checker,axis parameter matches tensor dimension,,,,
pytorch,https://github.com/pytorch/pytorch/commit/74783f0cd83e8ef1fd32cfd04f36da8ddfc52f57,Move the broadcast check in MKL Add/Sum to runtime ,2018-05-31 0:09:32,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,,,,
pytorch,https://github.com/pytorch/pytorch/commit/77523df413ff7f8a336b6481cfa47967c234a149,Add more check on softmax ONNX exporting logic. * Add more check on softmax exporting logic * Add more comments about axis and dim,2018-01-11 15:14:33,,missing,tensor shape mismatch,crash,add,if checker,tensor dimension is valid,,,,
pytorch,https://github.com/pytorch/pytorch/commit/8d377617e73a399e5b8838cf96dfd2896576ac52," Fix MKLMemory::CopyTo for case where shapes don't match' Summary: There were cases where the direct copy succeeded, but the dimensions didn't match. Now, we check dimensions and reset if they don't match before issuing the copy.",2017-11-02 14:25:49,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,tensor dimension,,,
pytorch,https://github.com/pytorch/pytorch/commit/8f26d6aabcad991da88b663467ee2080a38631f7, More shape checking for ConvNd.* check conv weight & bias dims,2017-10-13 10:56:19,,missing,tensor shape mismatch,crash,add,if checker,axis parameter matches tensor dimension,tensor dimension,,,
pytorch,https://github.com/pytorch/pytorch/commit/a53f4b0f9bbc007c0a92e4fd28dd22af027e24a8, add dimension check to NHWC2NCHW shape inference. Summary: To prevent assertion from protobuffer when accessing the dims.,2017-07-27 12:54:44,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,tensor dimension,,,
pytorch,https://github.com/pytorch/pytorch/commit/ecd3c252b4da3056797f8a505c9ebe8d68db55c4,Suport all length one SLS op lowering: C2 part. We check the input shape of lengths and indices of SLS and add an attribute if they are the same.,2020-02-14 1:53:11,,missing,tensor shape mismatch,crash,add,if checker,tensor dimension is valid,,,,
pytorch,https://github.com/pytorch/pytorch/commit/55092b1cc604fad3d70d31e71bbdd3a43a279423,Validate matching input shapes in Int8Add operator. Default engine doesn't support broadcast semantics in Int8Add operator. This patch adds a check that shapes are equivalent.,2018-12-05 15:00:23,,missing,tensor shape mismatch,crash,add,macro checker,tensor dimension is valid,,,,
pytorch,https://github.com/pytorch/pytorch/commit/1359d16fe8ca0cb7041674c455f2f99a9636fec0,Further tighten the checking of two eager runs. Summary: To catch nondeterminism in eager if there is any.,2023-03-05 9:53:02,1,missing,tensor execution mode,incorrect functionality,add,checker api,tensor is executed in eager mode,execution mode,,,
pytorch,https://github.com/pytorch/pytorch/commit/41902a6ebc1806e7f4d6ce1da604cc9921c6515e,Optimize is_tracing checks ,2024-01-29 3:31:26,1,missing,tensor execution mode,performance bug,add,checker api,tensor is executed in eager mode,execution mode,,,
pytorch,https://github.com/pytorch/pytorch/commit/1f819ee965894b8332cb364a67c91855c91c9dcc,"Add check for no grad in transformer encoder nestedtensor conversion.  Before, we allowed inputs with grad to be converted to NestedTensors. Autograd attempts to find the size of the NestedTensor, but NestedTensor throws an exception for its size function. This causes all calls to nn.TransformerEncoder with grad enabled to fail. Fix: we add a check for no grad in transformer encoder so we do not convert tensor with grad to nestedtensor.",2022-06-03 16:14:32,1,missing,gradient status,inconsistent results,add,checker api,tensor is tracking gradient,gradient,,,
pytorch,https://github.com/pytorch/pytorch/commit/dc43ad428603539a2051940c09b191825f66203d," add is_grad_enabled check in runtime_wrapper before running with torch.no_grad. We observed that `with torch.no_grad()` in runtime_wrapper introduced ~10% (0.06ms->0.066ms) inference performance regression on lennard_jones on cpu. For inference tasks in benchmark, grad has been disabled, but in the current runtime_wrapper, no_grad is set again and its time is counted into the running time. Therefore, we add `is_grad_enabled` check in runtime_wrapper before running with torch.no_grad. If grad has been disabled, there is no need to set no_grad. ",2024-01-10 22:37:45,1,missing,gradient status,performance bug,add,checker api,tensor is tracking gradient,gradient,,,
pytorch,https://github.com/pytorch/pytorch/commit/f118d20bea9188db1bd053dd1d1af1b32479183e,Make requires grad check run only when grad mode is enabled,2021-06-28 13:40:30,1,missing,gradient status,inconsistent results,add,checker api,tensor is tracking gradient,gradient,,,
pytorch,https://github.com/pytorch/pytorch/commit/c1c4882367c592d49e15268a0b99631c207d662e,"Based on discussions with Sherlock + Zhengxu in D51118067, updated the internal thrift schema to match the OSS schema.. So to bypass these failures I did the following hacks(?): Before creating the exported program in deserialization, populate nodes w/o meta[""val""] with meta[""val""] = None * Add torch.autograd.grad_mode.set_grad_enabled to the skip opset * Duplicated ExportGraphSignature into aot_export.py so that the graph signature checks will be skipped",2023-11-16 2:42:30,1,insufficient,tensor operations,incorrect functionality,extend,if checker,tensor operations are valid,tensor operations,,,
pytorch,https://github.com/pytorch/pytorch/commit/af3cbfed9510747c776418c260c5116f662c6452,"Add validation check in fx2trt interpreter. Add validation check in fx2trt for missing converter operators. If any op missing, interpreter init will report missing operators.",2021-08-18 13:41:10,,missing,tensor operations,incorrect functionality,add,if checker,tensor operations are valid,computation graph,,,
pytorch,https://github.com/pytorch/pytorch/commit/f3a2094065c8b4b7bae426e71c923a8a8abb74b5,"Mitigate legacy issue that aten op as export entrance function. This is not supported any more, now the top level ```torch.export``` only support ```nn.Module```, but there are still some tests using the internal APIs and caused the ```trace_rules.check``` assertion error. This PR is going to mitigate such cases.",2024-02-09 13:24:09,,insufficient,tensor operations,incorrect functionality,extend,if checker,tensor operations are valid,,,,
pytorch,https://github.com/pytorch/pytorch/commit/cc6a51c9f3ee97a06ff9c0b84477e88e33e31137,added shape checking to WeightedRandomSampler,2022-06-02 17:12:14,,missing,tensor shape mismatch,runtime error,add,macro checker,tensor shape is valid,tensor shape,,,
pytorch,https://github.com/pytorch/pytorch/commit/8ee59280d78a4fefc4de0da04b287e067c28de0d,Bug - check config for dynamic,2023-04-21 2:40:09,,insufficient,tensor shape mismatch,incorrect functionality,extend,if checker,tensor shape is valid,,,,
pytorch,https://github.com/pytorch/pytorch/commit/41ad221751e57c2d2ccc82b431f56d6ed62e1741,MHA: fix contiguity assumption in transform_bias_rescale_qkv. This code path incorrectly assumed input tensors were contiguous. Now we check that.,2022-02-16 13:36:21,,missing,tensor shape mismatch,inconsistent results,add,macro checker,tensor size is valid,tensor size,,,
pytorch,https://github.com/pytorch/pytorch/commit/e9e125475e94aabfb34ee239fadc760615eef429,Add schema check to aten::repeat and fb::fast_gather,2021-05-12 1:07:21,,missing,tensor shape mismatch,inconsistent results,add,if checker,tensor size is valid,,,,
